Year,Aruba,Afghanistan,Angola,Albania,Arab World,United Arab Emirates,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Sri Lanka,Lower middle income,Low & middle income,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",Morocco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,"Macedonia, FYR",Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Portugal,Paraguay,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Somalia,Sub-Saharan Africa (excluding high income),Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Vietnam,Vanuatu,World,Samoa,"Yemen, Rep.",South Africa,"Congo, Dem. Rep.",Zambia,Zimbabwe
2002,2372.549,883.747,12665.818,3751.341,1063085.302,84704.033,124714.67,3043.61,363.033,341353.696,66911.749,29614.692,212.686,107311.088,2079.189,1004.758,33707.064,44634.724,15698.427,1576.81,14301.3,52405.097,366.7,495.045,9567.203,332266.87,1228.445,4378.398,418.038,3978.695,245.689,519335.208,723763.124,40696.366,55162.681,3694242.143,7286.329,3417.644,575.719,55661.393,88.008,242.022,6325.575,45291.117,26090.705,491.378,7022.305,119749.552,829724.756,399.703,102.676,52049.398,21330.939,90853.592,4580830.689,4347205.471,6976814.839,2709941.866,6618449.155,24950.268,127193.562,2691930.032,314518.59,14888.02,4521.411,3964195.682,265878.6912,61682.607,836.076,374917.747,733.4,4572.749,528642.054,3388.308,7422.008,348.365,1323.787,315.362,154.014,4979.786,93669.848,205.352,539.049,11096.342,1580.477,13201611.28,39636.603,6090.887,84208.988,21598.63,1826.166,56094.099,10921859.63,11550016.49,625732.7507,464649.237,306737.216,157278.5724,1054258.833,43413.613,401991.208,87259.932,2170.864,59812.437,452610.476,10241.931,16886.535,1220047.57,133735.49,7968.391,4957.784,2207.534,40.337,198.018,465631.993,58228.293,1266831.156,1151.438,16002.788,491.378,47832.348,326.363,1380612.037,131116.6425,11056.005,2570397.056,11241893.75,7325564.774,13142.528,9416.856,6912.295,1525.472,38254.144,3986.029,1235.779,594.054,1517045.234,391859.287,84.341,11119020.69,10934.994,847.077,2299.209,9207.837,903519.464,8287.42,1587.811,1349.456,2885.929,883.747,133742.824,6168557.727,1760.16,2405.552,700.397,98114.252,4037.367,172026.304,38023.123,2625.572,77.007,33201.018,12799967.86,25470.982,113212.1046,114084.037,5870.867,27187.138,71337.818,179.683,3487.317,294834.134,263111.2614,66790.738,3898.021,1861.987336,12269121.94,707.731,40905.385,97237.839,1557085.207,531.715,1217627.35,326407.004,8118.738,4510.41,47230.96,154.014,608.722,6039.549,586.72,573826.0715,574365.6696,160544.0326,58.672,1690.487,39251.568,15419.735,57425.22,1125.769,539.049,39064.551,168.682,4511567.827,3026157.855,1232.112,208322.27,1881.171,39966.633,1328308.411,902364.359,102.676,1217627.35,574365.6696,27223.808,20861.563,205685.697,3589.993,1558.475,318687.969,8547412.461,4620.42,5648727.474,128077.309,187.017,193316.906,113.677,70806.103,84.341,25470982,143.013,15764.433,356637.752,927.751,1983.847,11965.421
2003,2416.553,1026.76,9064.824,4294.057,1144089.332,106841.712,135062.944,3428.645,388.702,336271.234,72023.547,30615.783,161.348,112914.264,2354.214,1078.098,35672.576,47307.967,16468.497,1518.138,14488.317,53530.866,385.035,469.376,14128.951,321621.569,1268.782,4591.084,377.701,3828.348,234.688,553185.285,747162.251,40175.652,55602.721,4525177.009,5460.163,3795.345,916.75,57421.553,95.342,308.028,6626.269,46497.56,25485.65,498.712,7748.371,122059.762,822812.461,421.705,117.344,55998.757,21514.289,92533.078,5473317.556,4564790.413,7884929.148,2826195.871,6809259.677,26967.118,147963.45,2733854.843,321097.188,17124.89,4987.12,4039479.192,290981.449,69130.284,861.745,380520.923,748.068,4642.422,540006.087,3773.343,7631.027,355.699,1342.122,315.362,194.351,6017.547,95738.036,216.353,531.715,10828.651,1565.809,13394485.53,43358.608,6769.282,93251.81,23091.099,1734.491,59064.369,12105564.4,12750257.56,641509.9638,472577.291,316792.13,165155.9455,1099597.621,42687.547,418639.388,91117.616,2167.197,62889.05,468349.24,10667.303,17469.588,1242093.574,142209.927,6754.614,5438.161,2379.883,40.337,220.02,466215.046,59922.447,1288950.5,1100.1,18180.986,524.381,49167.136,359.366,1404267.847,137527.4415,11078.007,2709812.395,12433231.72,8317633.835,12823.499,9904.567,7370.67,1536.473,37561.081,4290.39,1701.488,506.046,1617047.991,405918.565,84.341,12306082.79,11309.028,843.41,2581.568,9845.895,967160.249,8034.397,1917.841,1389.793,3061.945,957.087,158256.719,6232876.907,1873.837,2739.249,759.069,93130.799,4411.401,174805.89,45221.444,2841.925,66.006,34081.098,12986431.14,32390.611,119437.2935,118895.141,6153.226,26380.398,71532.169,187.017,3945.692,302252.475,261045.808,61216.898,4070.37,1913.709206,12441826.64,770.07,41521.441,101062.52,1604242.827,520.714,1269995.777,327272.416,9072.158,4976.119,31132.83,161.348,652.726,6552.929,594.054,615649.2746,616199.5795,168005.5205,66.006,1690.487,39493.59,15511.41,54781.313,1041.428,550.05,54275.267,381.368,5402500.42,3151224.877,1463.133,224574.414,2075.522,44601.721,1352176.914,965880.466,117.344,1269995.777,616199.5795,27902.203,21246.598,218523.864,3806.346,1598.812,352431.703,9595303.983,4598.418,5679222.246,123577.9,198.018,192103.129,121.011,78767.16,84.341,27014789,150.347,17304.573,404459.099,986.423,2112.192,10656.302
2004,2420.22,949.753,18793.375,4165.712,1253497.944,113240.627,157589.325,3644.998,407.037,342699.485,72210.564,32089.917,198.018,111102.766,2508.228,1103.767,37704.094,46801.921,17509.925,1723.49,15610.419,58158.62,396.036,454.708,13083.856,337826.042,1294.451,4998.121,308.028,3898.021,234.688,552349.209,737276.019,40366.336,59775.767,5288166.032,7664.03,3956.693,949.753,55071.006,99.009,330.03,6930.63,49724.52,25005.273,462.042,7334,116775.615,816802.248,407.037,113.677,50600.933,18309.331,89493.135,6301560.301,4800620.225,8770414.97,2856359.518,6849937.443,29046.307,150911.718,2758537.42,339428.521,17282.571,5295.148,4047748.277,320774.2306,67091.432,1133.103,383579.201,766.403,4686.426,539239.684,4323.393,7348.668,385.035,1342.122,322.696,201.685,5218.141,97149.831,205.352,583.053,11620.723,1628.148,13627405.34,41708.458,7367.003,99738.733,22493.378,1987.514,57458.223,13134881.38,13821841.5,683385.4098,498286.628,337635.358,181243.9654,1154320.262,43761.978,447245.655,114084.037,2244.204,59020.365,473970.751,10670.97,19240.749,1266009.748,173053.064,7623.693,5874.534,2445.889,44.004,227.354,482276.506,63534.442,1295177.066,1393.46,16798.527,616.056,50358.911,355.699,1419035.98,158008.8912,12299.118,2827315.148,13496750.94,9194779.37,13245.204,11268.691,7403.673,1727.157,43310.937,4554.414,1807.831,667.394,1748645.62,411767.43,88.008,13366611.44,11191.684,876.413,2574.234,12434.797,1026000.931,8551.444,1921.508,1536.473,3091.281,975.422,163826.892,6316260.82,1961.845,2530.23,814.074,97039.821,4426.069,176690.728,42647.21,2669.576,66.006,34554.141,13140984.19,27986.544,121947.8168,131601.296,5804.861,31895.566,74066.066,187.017,4488.408,304416.005,304862.3939,63145.74,4088.705,2172.318559,12572038.14,762.736,42944.237,96904.142,1602115.967,528.048,1340519.521,395834.315,11463.042,5232.809,28474.255,161.348,641.725,6365.912,594.054,681608.3841,682347.2466,174062.5814,73.34,1668.485,38749.189,15746.098,54520.956,1030.427,737.067,51103.312,377.701,6229117.094,3182914.8,1397.127,243188.106,2563.233,46541.564,1367006.262,1024134.428,110.01,1340519.521,682347.2466,30813.801,22299.027,225421.491,4363.73,1738.158,343396.215,10538568.09,5610.51,5763456.903,120325.271,220.02,151733.126,124.678,90549.231,58.672,28364245,161.348,18881.383,450186.589,1199.109,2145.195,9486.529
2005,2497.227,1327.454,19156.408,4253.72,1318158.155,116148.558,162110.736,4352.729,410.704,350172.831,74216.413,34337.788,154.014,108510.197,2394.551,1125.769,39478.922,47916.689,19207.746,1741.825,16204.473,59167.045,414.371,396.036,12185.441,347308.904,1353.123,5005.455,396.036,4096.039,234.688,551758.822,741152.038,41338.091,61818.286,5790016.984,7825.378,3696.336,982.756,60945.54,102.676,344.698,6868.291,48210.049,26006.364,480.377,7502.682,120108.918,797180.131,414.371,117.344,47095.281,18639.361,107127.738,6833947.844,4966841.49,9267170.601,2876714.549,6850544.519,30263.751,167207.866,2739454.352,353462.13,16754.523,5119.132,4028456.19,323709.7402,54645.634,1364.124,385170.679,722.399,4888.111,542580.321,5067.794,6992.969,399.703,1180.774,322.696,212.686,4712.095,98675.303,216.353,608.722,12570.476,1437.464,13626835.72,43871.988,7554.02,100164.105,22724.399,2075.522,58019.274,13848127.07,14553568.05,701490.8962,511366.817,341991.754,186171.1108,1222563.132,43538.291,468990.965,113522.986,2229.536,56952.177,473384.031,10498.621,21059.581,1239255.316,177328.786,8562.445,5390.49,2775.919,62.339,234.688,462922.08,71546.837,1360600.013,1404.461,16208.14,729.733,52108.07,366.7,1486568.182,162813.2283,12101.1,2926858.692,14234472.89,9787192.764,13901.597,11547.383,7506.349,1837.167,45771.494,4895.445,1741.825,601.388,1833533.003,435437.915,84.341,14096868.72,11279.692,898.415,2698.912,11598.721,1088486.611,8562.445,1822.499,1587.811,3296.633,916.75,174486.861,6347316.643,2310.21,2823.59,715.065,104689.183,4319.726,170255.143,42438.191,3083.947,62.339,34139.77,13148270.52,29893.384,132190.6004,136636.087,6838.955,37135.709,74832.469,190.684,4385.732,302538.501,314747.594,65279.934,3832.015,2405.066976,12545074.69,821.408,50956.632,96456.768,1615089.813,528.048,1416188.066,397642.146,10982.665,5812.195,30359.093,161.348,546.383,6453.92,594.054,659735.7987,660426.6488,182905.9654,77.007,1686.82,39357.911,15867.109,51561.687,1019.426,689.396,50626.602,399.703,6758272.191,3201545.381,1338.455,247467.495,2442.222,48338.394,1432344.868,1085743.695,113.677,1416188.066,660426.6488,29512.016,22662.06,237390.579,5504.167,2170.864,333876.683,11169394.23,5775.525,5795161.785,112877.594,220.02,165095.674,132.012,98143.588,58.672,29427675,168.682,20043.822,416915.898,1499.803,2288.208,10769.979
2006,2497.227,1650.15,22266.024,3898.021,1381468.91,123874.927,175436.614,4382.065,425.372,365346.877,72162.893,39167.227,187.017,107072.733,3872.352,1360.457,43541.958,48991.12,18830.045,1664.818,17564.93,62071.309,432.706,520.714,15056.702,347668.27,1371.458,4862.442,392.369,4136.376,249.356,537780.218,767224.408,41851.471,64814.225,6414463.08,6996.636,3861.351,1118.435,62940.388,113.677,374.034,7099.312,66101.342,27407.158,484.044,7788.708,122107.433,816472.218,410.704,113.677,54986.665,19783.465,101165.196,7463517.503,5239281.255,9917248.997,2986993.104,6985052.425,28859.29,178586.567,2739630.368,350037.152,16175.137,5504.167,4059167.315,312767.6092,66200.351,1360.457,375552.138,678.395,4173.046,541458.219,6149.559,9358.184,418.038,1180.774,337.364,216.353,4756.099,97285.51,231.021,627.057,12647.483,1290.784,13660446.5,42056.823,7007.637,107681.455,22742.734,2112.192,57388.55,14795857.29,15528125.99,727880.8742,525825.798,345119.705,198071.4823,1303717.509,43160.59,509562.653,98770.645,2299.209,62471.012,469346.664,11496.045,21121.92,1231495.944,192631.177,9574.537,5309.816,2999.606,69.673,234.688,470655.783,73769.039,1394343.747,1551.141,14458.981,748.068,53270.509,366.7,1541907.742,175465.2514,11976.422,3037451.767,15173995.54,10582256.94,14158.287,11349.365,8012.395,1631.815,47425.311,4994.454,1683.153,759.069,1941746.173,445291.144,91.675,15032918.87,10938.661,942.419,2574.234,12849.168,1124408.543,9394.854,1980.18,1609.813,3630.33,953.42,167702.911,6242172.752,2328.545,2720.914,693.063,98891.656,4466.406,167108.857,44257.023,2563.233,44.004,33446.707,13124757.72,39603.6,144238.09,146074.945,7370.67,34876.837,67692.82,201.685,4308.725,318940.992,300582.8935,59816.104,3986.029,2423.539072,12461096.72,825.075,63475.77,103350.728,1669262.404,528.048,1510675.655,432739.003,12013.092,4730.43,30799.133,161.348,733.4,6846.289,594.054,693645.2028,694380.2142,212933.5437,84.341,1822.499,39104.888,16252.144,49570.506,1015.759,733.4,53582.204,407.037,7386480.916,3328300.548,1221.111,255021.515,2658.575,49511.834,1485490.699,1122142.337,128.345,1510675.655,694380.2142,46431.554,22992.09,261614.781,6028.548,2537.564,326429.006,11995067.75,6648.271,5703871.82,115470.163,220.02,169514.409,143.013,102745.673,47.671,30461769,176.016,20795.557,447894.714,1595.145,2097.524,10447.283
2007,2592.569,2273.54,25151.953,3927.357,1359826.276,135627.662,175176.257,5064.127,469.376,372090.49,69724.338,30509.44,187.017,103545.079,4495.742,1646.483,44407.37,52254.75,26692.093,1690.487,17652.938,60523.835,458.375,729.733,12332.121,363212.683,1364.124,8415.765,392.369,4231.718,253.023,540889.834,766678.025,37986.453,71638.512,6791804.714,6776.616,5834.197,1213.777,62430.675,113.677,396.036,8122.405,66541.382,26794.769,583.053,8195.745,123302.875,780546.619,462.042,154.014,50256.235,21173.258,109496.62,7886878.163,5505116.753,10398708.67,3028788.401,6960373.531,31888.232,189092.522,2699311.703,358236.564,18709.034,6013.88,3997514.044,288977.9071,63985.483,1202.776,368914.868,689.396,4118.041,528425.701,6420.917,9827.56,414.371,1210.11,396.036,231.021,4796.436,98246.264,238.355,638.058,12625.481,1562.142,13735517.67,43721.641,8778.798,115349.152,23967.512,2390.884,56035.427,15475891.44,16233990.44,753420.8795,540424.125,375544.804,208968.5703,1407607.286,44638.391,560900.653,62155.65,2310.21,63072.4,462676.391,9651.544,22035.003,1252229.162,222348.545,9831.227,5672.849,3465.315,51.338,249.356,495675.724,75235.839,1425018.202,909.416,13483.559,671.061,49959.208,385.035,1581414.732,185525.7165,12354.123,3221095.398,15862172.09,11030869.2,15166.712,11019.335,8316.756,1543.807,50267.236,4679.092,1815.165,781.071,1969831.726,458866.378,99.009,15730035.39,9493.863,1008.425,2724.581,12874.837,1171727.511,12064.43,2262.539,1844.501,3689.002,938.752,184816.8,6336542.997,2361.548,2944.601,722.399,95055.974,4605.752,171490.922,45089.432,2614.571,44.004,33637.391,13246645.13,43695.972,158832.9527,158894.777,7198.321,42955.238,72170.227,209.019,6120.223,314272.901,269846.2737,60149.801,4136.376,2342.261847,12530751.39,817.741,63277.752,101627.238,1666886.188,557.384,1629325.107,387777.916,14125.284,5181.471,19926.478,176.016,641.725,6978.301,608.722,719761.2566,720403.5061,227877.3471,84.341,1888.505,36780.01,16244.81,48059.702,1063.43,641.725,66468.042,462.042,7822504.627,3366632.836,1408.128,255303.874,3234.294,56042.761,1524786.271,1169402.633,113.677,1629325.107,720403.5061,48202.715,24110.525,284658.209,5896.536,2889.596,321258.536,12508583.9,6002.879,5794923.43,115532.502,227.354,160786.949,150.347,104872.533,99.009,31125496,187.017,20971.573,467436.157,1730.824,1778.495,9886.232
2008,2508.228,4217.05,25709.337,4374.731,1491365.233,157354.637,189107.19,5559.172,480.377,385904.079,68957.935,35503.894,190.684,104443.494,4411.401,1917.841,49559.505,50740.279,29611.025,1496.136,20153.832,63105.403,385.035,649.059,13237.87,387631.236,1620.814,9119.829,421.705,4506.743,253.023,539085.67,751016.268,40403.006,71851.198,7175658.94,6776.616,5544.504,1309.119,68088.856,117.344,308.028,8129.739,65628.299,30443.434,594.054,8577.113,116698.608,780564.954,498.712,132.012,46933.933,21433.615,110299.693,8353107.352,5885711.016,10850801.55,3038294.681,6902912.357,33868.412,198586.385,2638523.844,329285.599,17491.59,6578.598,3910199.107,329233.6298,56519.471,502.379,366069.276,630.724,4165.712,520072.275,5166.803,9138.164,425.372,2189.199,410.704,227.354,4503.076,95965.39,253.023,660.06,11430.039,1558.475,13560816.67,43978.331,8672.455,121055.004,22750.068,2398.218,54843.652,16276291.2,17062708.06,781373.4708,555521.164,416560.199,221797.0731,1568379.567,42999.242,581945.566,93149.134,2119.526,68264.872,447186.983,10208.928,21349.274,1210135.669,186195.592,10241.931,7660.363,3898.021,55.005,249.356,507589.807,82731.187,1507001.321,946.086,17231.233,564.718,55459.708,396.036,1665590.858,197387.2212,12207.443,3456533.972,16700865.82,11536175.21,15009.031,10938.661,7902.385,2291.875,52900.142,4778.101,1888.505,843.41,2126566.64,474491.465,99.009,16557971.76,9402.188,1070.764,2559.566,9801.891,1248320.14,12038.761,2266.206,1936.176,3769.676,1096.433,204031.88,6162199.149,3329.636,2867.594,810.407,96148.74,4422.402,173361.092,55690.729,3421.311,44.004,34202.109,13011080.72,42705.882,165206.9152,159070.793,7374.337,41015.395,78858.835,209.019,4796.436,314848.62,308346.9177,55624.723,4451.738,1632.933338,12289712.15,843.41,64843.561,95664.696,1714978.893,542.716,1798120.784,430175.77,14913.689,5093.463,36134.618,183.35,663.727,6545.595,601.388,754973.8718,755667.6769,232621.6456,84.341,1983.847,37711.428,17355.911,49123.132,1096.433,693.063,67681.819,509.713,8281817.603,3375493.16,1683.153,255358.879,2904.264,56831.166,1604059.477,1246266.62,121.011,1798120.784,755667.6769,46636.906,24825.59,283979.814,6142.225,3190.29,311023.939,13101158.11,8283.753,5622464.42,119107.827,227.354,179114.615,161.348,117993.059,95.342,32042246,190.684,22339.364,497593.565,1829.833,2181.865,7770.373
2009,2522.896,6776.616,27792.193,4378.398,1583318.925,167959.601,179961.692,4360.063,509.713,394792.887,63039.397,31902.9,190.684,100259.447,4660.757,1932.509,53824.226,42665.545,27304.482,1642.816,20703.882,60663.181,432.706,454.708,13989.605,367147.374,1617.147,7862.048,388.702,3927.357,253.023,498957.689,682813.735,41646.119,66805.406,7618683.878,5658.181,6725.278,1705.155,72661.605,117.344,330.03,7902.385,61785.283,29897.051,561.051,8111.404,107655.786,721940.625,462.042,132.012,44510.046,20560.869,121432.705,8854540.81,6112973.341,11239425.37,2763601.025,6339301.549,35969.603,206734.459,2440062.137,288237.201,14565.324,6629.936,3598225.415,348250.2989,53149.498,1067.097,351632.297,575.719,4330.727,471400.184,5914.871,7708.034,462.042,2258.872,436.373,234.688,4620.42,91942.691,253.023,575.719,11851.744,1565.809,12815374.52,42152.165,7873.049,124600.993,21297.936,2269.873,48587.75,16653214.79,17441356.73,782795.0406,545935.626,446409.579,233058.6498,1738645.711,40377.337,591432.095,104546.17,2053.52,64469.527,401591.505,7741.037,21891.99,1103693.66,165906.081,12350.456,6791.284,4653.423,40.337,260.357,508862.256,87303.936,1469099.209,1257.781,20879.898,517.047,58660.999,385.035,1620169.916,213234.8776,13175.531,3602043.832,17104204.86,11791230.71,12519.138,10392.278,7231.324,2647.574,52482.104,4550.747,1771.161,883.747,2223217.759,450582.625,102.676,16956766.34,8698.124,806.74,2398.218,10230.93,1291700.75,13102.191,2530.23,2123.193,3696.336,1004.758,198802.738,5773541.153,3069.279,2973.937,968.088,76735.642,4495.742,169188.046,55346.031,4334.394,40.337,32386.944,12201440.12,44092.008,160908.4535,158836.105,8599.115,51704.7,77568.051,209.019,5093.463,297617.387,309661.9725,54176.258,4517.744,2286.845557,11480082.55,847.077,69221.959,81363.396,1574045.082,575.719,1976865.032,468767.278,15562.748,4583.75,37018.365,190.684,652.726,6442.919,597.721,746354.9077,747096.9099,225118.4344,91.675,2060.854,34037.094,15273.055,43065.248,1045.095,740.734,61737.612,491.378,8783690.048,3082173.096,2783.253,270419.248,2453.223,50340.576,1559725.447,1289610.56,132.012,1976865.032,747096.9099,44873.079,24788.92,277844.923,5918.538,3380.974,260136.98,13354525.99,8074.734,5274128.756,107131.405,311.695,179789.343,165.015,134916.264,121.011,31686547,198.018,24561.566,503262.747,1719.823,2526.563,8335.091
2010,2456.89,8470.77,29057.308,4598.418,1649918.979,160812.618,187919.082,4217.05,524.381,372798.221,67832.166,30678.122,212.686,107751.128,5089.796,1961.845,59992.12,44117.677,29137.982,2464.224,21275.934,62658.029,539.049,572.052,15203.382,419754.156,1477.801,8203.079,487.711,4796.436,264.024,492588.11,713224.166,38994.878,72250.901,8767877.674,6164.227,6780.283,1925.175,76163.59,128.345,480.377,7568.688,65800.648,38375.155,564.718,7708.034,111579.476,758537.285,517.047,139.346,46640.573,21649.968,119177.5,10054335.27,6185381.923,12570254.78,3015375.983,6700764.613,38074.461,202715.427,2491106.777,270910.626,18107.646,6585.932,3705287.147,363037.2684,61909.961,1598.812,352769.067,630.724,4536.079,493607.536,5555.505,9955.905,465.709,2603.57,473.043,238.355,4679.092,83490.256,260.357,663.727,11664.727,1719.823,13255612.67,40758.705,7975.725,138553.928,20443.525,2126.86,50215.898,18163967.45,19016332.01,846450.1914,587779.763,428760.308,254623.6111,1719690.988,40241.658,605216.348,112195.532,1961.845,68880.928,405361.181,7256.993,21180.592,1171841.188,246620.418,12174.44,6384.247,5012.789,62.339,260.357,566716.515,89625.147,1556615.831,1639.149,20054.823,795.739,61348.91,403.37,1716546.128,233426.6562,13688.911,3671506.493,18659024.14,13285052.4,13468.891,10967.997,8074.734,1983.847,55958.42,4932.115,1958.178,898.415,2307624.765,445162.799,102.676,18504415.49,8602.782,964.421,2526.563,12515.471,1313097.695,24660.575,2735.582,2236.87,3916.356,1191.775,218476.193,5902029.166,3098.615,3542.322,1173.44,92016.031,4536.079,181648.512,60113.131,5056.793,44.004,31778.222,12567692.75,50373.579,172325.5512,161395.671,9163.833,57593.902,84920.386,216.353,4664.424,316264.082,344555.5029,48136.709,5097.13,2804.064262,11858703.97,858.078,72617.601,79287.874,1675026.928,590.387,1969681.379,520552.652,15940.449,7744.704,43945.328,194.351,726.066,6351.244,612.389,747062.0478,747752.2126,241075.1897,99.009,2625.572,36240.961,15423.402,52023.729,1037.761,689.396,61605.6,517.047,9987537.054,3351689.305,2610.904,288589.233,2544.898,57289.541,1645566.25,1311062.51,117.344,1969681.379,747752.2126,47909.355,27660.181,298002.422,7106.646,3920.023,304643.359,14832320.13,6380.58,5408869.004,104168.469,220.02,189070.52,172.349,147340.06,121.011,33505379,205.352,23432.13,474099.096,1991.181,2709.913,9266.509
2011,2438.555,12251.447,30340.758,5240.143,1652929.586,159584.173,191633.753,4917.447,513.38,376710.91,65257.932,33446.707,242.022,98917.325,5306.149,2211.201,63571.112,49343.152,29365.336,1906.84,23886.838,63655.453,597.721,396.036,16145.801,439412.943,1529.139,9695.548,733.4,4400.4,278.692,497329.541,715354.693,36967.027,79243.87,9724590.64,6398.915,5768.191,2233.203,76530.29,150.347,531.715,7741.037,64377.852,35987.938,594.054,7425.675,106907.718,732120.217,473.043,128.345,40645.028,22082.674,121187.016,11161623.18,6500369.889,13721934.37,3165775.114,6683789.534,39640.27,217163.407,2399882.818,270547.593,18606.358,7726.369,3566139.165,364588.0324,56636.815,1591.478,331537.137,568.385,4470.073,447935.051,6882.959,9831.227,454.708,2779.586,436.373,245.689,6769.282,80725.338,253.023,707.731,11837.076,1782.162,13034416.85,43794.981,8954.814,149796.95,20058.49,2218.535,47762.675,19604768.42,20510766.78,899456.5592,624295.749,573379.454,270867.7873,1846763.539,35826.59,619165.616,133929.841,1881.171,69130.284,397994.178,7722.702,21668.303,1191056.268,259121.221,13457.89,7656.696,5207.14,62.339,267.691,589400.577,91029.608,1587612.982,1624.481,20450.859,894.748,39390.914,407.037,1754981.237,248987.1904,15232.718,3977384.575,20125236.11,14411548.45,13787.92,10938.661,7300.997,2357.881,57685.577,5038.458,2313.877,953.42,2324966.008,466779.764,102.676,19976040.7,9387.52,1045.095,2519.229,14297.633,1335957.773,27583.174,3223.293,2394.551,3920.023,1188.108,220405.035,5803005.498,2823.59,3648.665,1327.454,96093.735,4880.777,172400.338,45195.775,5533.503,40.337,31503.197,12399450.79,56215.11,183573.0698,162008.06,10098.918,49632.845,85584.113,223.687,5229.142,316997.482,383264.1781,47623.329,5320.817,2837.314036,11630524.89,832.409,80435.645,84872.715,1768073.386,663.727,2107047.199,500728.85,15658.09,8368.094,38327.484,198.018,898.415,6648.271,575.719,763566.9199,764164.3983,250917.3989,102.676,2170.864,34524.805,15192.381,51734.036,1048.762,597.721,56908.173,539.049,11113261.8,3502388.278,2409.219,290342.059,2350.547,62592.023,1686313.954,1333709.902,102.676,2107047.199,764164.3983,46900.93,26021.032,320840.498,8093.069,4264.721,286444.038,15998040.49,7763.039,5305279.921,113684.334,198.018,178806.587,176.016,161887.049,132.012,34865836,234.688,19666.121,475037.848,2467.891,2933.6,11628.057
2012,1301.785,20454.526,33399.036,4712.095,1794538.125,172356.334,192359.819,5694.851,524.381,375456.796,62247.325,35555.232,282.359,92195.714,5511.501,2629.239,67480.134,44873.079,29086.644,1917.841,22258.69,63222.747,480.377,443.707,18793.375,470028.726,1470.467,9651.544,817.741,4448.071,293.36,481601.778,676488.16,37740.764,80974.694,10020744.89,8390.096,6127.557,2383.55,79874.594,146.68,495.045,7766.706,62940.388,36156.62,542.716,6919.629,101036.851,739300.203,517.047,135.679,36405.976,22746.401,129987.816,11504648.43,6875790.015,14104747.92,3232043.48,6684872.737,40472.679,217068.065,2347342.042,264779.402,17623.602,8562.445,3488270.42,394897.7354,48826.105,1595.145,332956.266,590.387,4580.083,467197.802,7356.002,11877.413,462.042,2581.568,473.043,253.023,5830.53,79969.936,271.358,568.385,11972.755,1994.848,12914776.85,43446.616,8984.15,168322.634,18162.651,2317.544,44521.047,20300409.32,21240652.08,933492.5786,637694.967,599539.832,291594.8001,2018503.817,35720.247,643862.861,153012.909,1870.17,75529.199,369446.583,7326.666,24858.593,1229574.436,244720.912,12515.471,10120.92,5456.496,62.339,278.692,584079.76,101146.861,1666061.113,2159.863,22640.058,1030.427,52397.763,407.037,1834527.434,265114.5112,16226.475,4205210.351,20873938.85,14837286.29,13831.924,10663.636,7062.642,2273.54,62724.035,4924.781,2665.909,1078.098,2498495.782,480883.046,102.676,20710253.97,8962.148,993.757,2665.909,12933.509,1398384.781,32727.975,3120.617,2654.908,4070.37,1129.436,218707.214,5597851.516,3373.64,3630.33,1866.503,99636.057,4675.425,169378.73,49889.535,5845.198,40.337,34506.47,12197567.77,59203.715,195937.5986,163060.489,10084.25,54520.956,91319.301,223.687,4979.786,299960.6,420368.0408,46061.187,5207.14,2933.368938,11434905.11,814.074,94124.556,81722.762,1835608.525,737.067,2293466.478,565997.783,14660.666,7913.386,54627.299,198.018,1030.427,7198.321,638.058,775277.3081,775982.0606,261923.582,113.677,2508.228,32764.645,14928.357,47047.61,1206.443,704.064,43820.65,542.716,11455299.71,3549669.052,2163.53,305222.745,3054.611,64993.908,1765748.508,1396184.581,179.683,2293466.478,775982.0606,45371.791,27003.788,329560.624,9545.201,4085.038,295772.886,16504523.23,8694.457,5115806.031,115814.861,253.023,198641.39,176.016,158231.05,113.677,35463557,253.023,18290.996,472071.245,2559.566,3479.983,12933.509
